ID	words	gloss	light_type	rotation	color	num_train_images
663	spot, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.56, 0.68, 1.0)	A hotpink color spot light	SPOT	(4.9525, -2.6583, 1.0344)	(1.0, 0.56, 0.68, 1.0)	1
664	area, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.56, 0.68, 1.0)	A hotpink color area light	AREA	(4.9525, -2.6583, 1.0344)	(1.0, 0.56, 0.68, 1.0)	1
665	point, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.77, 1.0, 1.0)	A lavender color point light	POINT	(4.9525, -2.6583, 1.0344)	(1.0, 0.77, 1.0, 1.0)	1
666	sun, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.77, 1.0, 1.0)	A lavender color sun light	SUN	(4.9525, -2.6583, 1.0344)	(1.0, 0.77, 1.0, 1.0)	1
667	spot, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.77, 1.0, 1.0)	A lavender color spot light	SPOT	(4.9525, -2.6583, 1.0344)	(1.0, 0.77, 1.0, 1.0)	1
668	area, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.77, 1.0, 1.0)	A lavender color area light	AREA	(4.9525, -2.6583, 1.0344)	(1.0, 0.77, 1.0, 1.0)	1
669	point, rotation at (4.9525, -2.6583, 1.0344), color is (0.82, 1.0, 0.9, 1.0)	A lightcyan color point light	POINT	(4.9525, -2.6583, 1.0344)	(0.82, 1.0, 0.9, 1.0)	1
670	sun, rotation at (4.9525, -2.6583, 1.0344), color is (0.82, 1.0, 0.9, 1.0)	A lightcyan color sun light	SUN	(4.9525, -2.6583, 1.0344)	(0.82, 1.0, 0.9, 1.0)	1
671	spot, rotation at (4.9525, -2.6583, 1.0344), color is (0.82, 1.0, 0.9, 1.0)	A lightcyan color spot light	SPOT	(4.9525, -2.6583, 1.0344)	(0.82, 1.0, 0.9, 1.0)	1
672	area, rotation at (4.9525, -2.6583, 1.0344), color is (0.82, 1.0, 0.9, 1.0)	A lightcyan color area light	AREA	(4.9525, -2.6583, 1.0344)	(0.82, 1.0, 0.9, 1.0)	1
673	point, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.06, 0.77, 1.0)	A deeppink color point light	POINT	(4.9525, -2.6583, 1.0344)	(1.0, 0.06, 0.77, 1.0)	1
674	sun, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.06, 0.77, 1.0)	A deeppink color sun light	SUN	(4.9525, -2.6583, 1.0344)	(1.0, 0.06, 0.77, 1.0)	1
675	spot, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.06, 0.77, 1.0)	A deeppink color spot light	SPOT	(4.9525, -2.6583, 1.0344)	(1.0, 0.06, 0.77, 1.0)	1
676	area, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.06, 0.77, 1.0)	A deeppink color area light	AREA	(4.9525, -2.6583, 1.0344)	(1.0, 0.06, 0.77, 1.0)	1
677	point, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.87, 1.0, 1.0)	A lavenderblush color point light	POINT	(4.9525, -2.6583, 1.0344)	(1.0, 0.87, 1.0, 1.0)	1
678	sun, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.87, 1.0, 1.0)	A lavenderblush color sun light	SUN	(4.9525, -2.6583, 1.0344)	(1.0, 0.87, 1.0, 1.0)	1
679	spot, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.87, 1.0, 1.0)	A lavenderblush color spot light	SPOT	(4.9525, -2.6583, 1.0344)	(1.0, 0.87, 1.0, 1.0)	1
680	area, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.87, 1.0, 1.0)	A lavenderblush color area light	AREA	(4.9525, -2.6583, 1.0344)	(1.0, 0.87, 1.0, 1.0)	1
681	point, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.78, 0.7, 1.0)	A peachpuff color point light	POINT	(4.9525, -2.6583, 1.0344)	(1.0, 0.78, 0.7, 1.0)	1
682	sun, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.78, 0.7, 1.0)	A peachpuff color sun light	SUN	(4.9525, -2.6583, 1.0344)	(1.0, 0.78, 0.7, 1.0)	1
683	spot, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.78, 0.7, 1.0)	A peachpuff color spot light	SPOT	(4.9525, -2.6583, 1.0344)	(1.0, 0.78, 0.7, 1.0)	1
684	area, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.78, 0.7, 1.0)	A peachpuff color area light	AREA	(4.9525, -2.6583, 1.0344)	(1.0, 0.78, 0.7, 1.0)	1
685	point, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 1.0, 1.0, 1.0)	A white color point light	POINT	(4.9525, -2.6583, 1.0344)	(1.0, 1.0, 1.0, 1.0)	1
686	sun, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 1.0, 1.0, 1.0)	A white color sun light	SUN	(4.9525, -2.6583, 1.0344)	(1.0, 1.0, 1.0, 1.0)	1
687	spot, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 1.0, 1.0, 1.0)	A white color spot light	SPOT	(4.9525, -2.6583, 1.0344)	(1.0, 1.0, 1.0, 1.0)	1
688	area, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 1.0, 1.0, 1.0)	A white color area light	AREA	(4.9525, -2.6583, 1.0344)	(1.0, 1.0, 1.0, 1.0)	1
689	point, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.92, 0.93, 1.0)	A lavenderblush color point light	POINT	(4.9525, -2.6583, 1.0344)	(1.0, 0.92, 0.93, 1.0)	1
690	sun, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.92, 0.93, 1.0)	A lavenderblush color sun light	SUN	(4.9525, -2.6583, 1.0344)	(1.0, 0.92, 0.93, 1.0)	1
691	spot, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.92, 0.93, 1.0)	A lavenderblush color spot light	SPOT	(4.9525, -2.6583, 1.0344)	(1.0, 0.92, 0.93, 1.0)	1
692	area, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.92, 0.93, 1.0)	A lavenderblush color area light	AREA	(4.9525, -2.6583, 1.0344)	(1.0, 0.92, 0.93, 1.0)	1
693	point, rotation at (4.9525, -2.6583, 1.0344), color is (0.96, 1.0, 1.0, 1.0)	A azure color point light	POINT	(4.9525, -2.6583, 1.0344)	(0.96, 1.0, 1.0, 1.0)	1
694	sun, rotation at (4.9525, -2.6583, 1.0344), color is (0.96, 1.0, 1.0, 1.0)	A azure color sun light	SUN	(4.9525, -2.6583, 1.0344)	(0.96, 1.0, 1.0, 1.0)	1
695	spot, rotation at (4.9525, -2.6583, 1.0344), color is (0.96, 1.0, 1.0, 1.0)	A azure color spot light	SPOT	(4.9525, -2.6583, 1.0344)	(0.96, 1.0, 1.0, 1.0)	1
696	area, rotation at (4.9525, -2.6583, 1.0344), color is (0.96, 1.0, 1.0, 1.0)	A azure color area light	AREA	(4.9525, -2.6583, 1.0344)	(0.96, 1.0, 1.0, 1.0)	1
697	point, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.9, 1.0, 1.0)	A lavenderblush color point light	POINT	(4.9525, -2.6583, 1.0344)	(1.0, 0.9, 1.0, 1.0)	1
698	sun, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.9, 1.0, 1.0)	A lavenderblush color sun light	SUN	(4.9525, -2.6583, 1.0344)	(1.0, 0.9, 1.0, 1.0)	1
699	spot, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.9, 1.0, 1.0)	A lavenderblush color spot light	SPOT	(4.9525, -2.6583, 1.0344)	(1.0, 0.9, 1.0, 1.0)	1
700	area, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.9, 1.0, 1.0)	A lavenderblush color area light	AREA	(4.9525, -2.6583, 1.0344)	(1.0, 0.9, 1.0, 1.0)	1
701	point, rotation at (4.9525, -2.6583, 1.0344), color is (0.91, 1.0, 0.39, 1.0)	A khaki color point light	POINT	(4.9525, -2.6583, 1.0344)	(0.91, 1.0, 0.39, 1.0)	1
702	sun, rotation at (4.9525, -2.6583, 1.0344), color is (0.91, 1.0, 0.39, 1.0)	A khaki color sun light	SUN	(4.9525, -2.6583, 1.0344)	(0.91, 1.0, 0.39, 1.0)	1
703	spot, rotation at (4.9525, -2.6583, 1.0344), color is (0.91, 1.0, 0.39, 1.0)	A khaki color spot light	SPOT	(4.9525, -2.6583, 1.0344)	(0.91, 1.0, 0.39, 1.0)	1
704	area, rotation at (4.9525, -2.6583, 1.0344), color is (0.91, 1.0, 0.39, 1.0)	A khaki color area light	AREA	(4.9525, -2.6583, 1.0344)	(0.91, 1.0, 0.39, 1.0)	1
705	point, rotation at (4.9525, -2.6583, 1.0344), color is (0.86, 1.0, 1.0, 1.0)	A lightcyan color point light	POINT	(4.9525, -2.6583, 1.0344)	(0.86, 1.0, 1.0, 1.0)	1
706	sun, rotation at (4.9525, -2.6583, 1.0344), color is (0.86, 1.0, 1.0, 1.0)	A lightcyan color sun light	SUN	(4.9525, -2.6583, 1.0344)	(0.86, 1.0, 1.0, 1.0)	1
707	spot, rotation at (4.9525, -2.6583, 1.0344), color is (0.86, 1.0, 1.0, 1.0)	A lightcyan color spot light	SPOT	(4.9525, -2.6583, 1.0344)	(0.86, 1.0, 1.0, 1.0)	1
708	area, rotation at (4.9525, -2.6583, 1.0344), color is (0.86, 1.0, 1.0, 1.0)	A lightcyan color area light	AREA	(4.9525, -2.6583, 1.0344)	(0.86, 1.0, 1.0, 1.0)	1
709	point, rotation at (4.9525, -2.6583, 1.0344), color is (0.9, 1.0, 1.0, 1.0)	A lightcyan color point light	POINT	(4.9525, -2.6583, 1.0344)	(0.9, 1.0, 1.0, 1.0)	1
710	sun, rotation at (4.9525, -2.6583, 1.0344), color is (0.9, 1.0, 1.0, 1.0)	A lightcyan color sun light	SUN	(4.9525, -2.6583, 1.0344)	(0.9, 1.0, 1.0, 1.0)	1
711	spot, rotation at (4.9525, -2.6583, 1.0344), color is (0.9, 1.0, 1.0, 1.0)	A lightcyan color spot light	SPOT	(4.9525, -2.6583, 1.0344)	(0.9, 1.0, 1.0, 1.0)	1
712	area, rotation at (4.9525, -2.6583, 1.0344), color is (0.9, 1.0, 1.0, 1.0)	A lightcyan color area light	AREA	(4.9525, -2.6583, 1.0344)	(0.9, 1.0, 1.0, 1.0)	1
713	point, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 1.0, 0.96, 1.0)	A ivory color point light	POINT	(4.9525, -2.6583, 1.0344)	(1.0, 1.0, 0.96, 1.0)	1
714	sun, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 1.0, 0.96, 1.0)	A ivory color sun light	SUN	(4.9525, -2.6583, 1.0344)	(1.0, 1.0, 0.96, 1.0)	1
715	spot, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 1.0, 0.96, 1.0)	A ivory color spot light	SPOT	(4.9525, -2.6583, 1.0344)	(1.0, 1.0, 0.96, 1.0)	1
716	area, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 1.0, 0.96, 1.0)	A ivory color area light	AREA	(4.9525, -2.6583, 1.0344)	(1.0, 1.0, 0.96, 1.0)	1
717	point, rotation at (-5.6219, -5.2607, -0.9049), color is (0.84, 1.0, 1.0, 1.0)	A lightcyan color point light	POINT	(-5.6219, -5.2607, -0.9049)	(0.84, 1.0, 1.0, 1.0)	1
718	sun, rotation at (-5.6219, -5.2607, -0.9049), color is (0.84, 1.0, 1.0, 1.0)	A lightcyan color sun light	SUN	(-5.6219, -5.2607, -0.9049)	(0.84, 1.0, 1.0, 1.0)	1
719	spot, rotation at (-5.6219, -5.2607, -0.9049), color is (0.84, 1.0, 1.0, 1.0)	A lightcyan color spot light	SPOT	(-5.6219, -5.2607, -0.9049)	(0.84, 1.0, 1.0, 1.0)	1
720	area, rotation at (-5.6219, -5.2607, -0.9049), color is (0.84, 1.0, 1.0, 1.0)	A lightcyan color area light	AREA	(-5.6219, -5.2607, -0.9049)	(0.84, 1.0, 1.0, 1.0)	1
721	point, rotation at (-5.6219, -5.2607, -0.9049), color is (0.57, 1.0, 1.0, 1.0)	A paleturquoise color point light	POINT	(-5.6219, -5.2607, -0.9049)	(0.57, 1.0, 1.0, 1.0)	1
722	sun, rotation at (-5.6219, -5.2607, -0.9049), color is (0.57, 1.0, 1.0, 1.0)	A paleturquoise color sun light	SUN	(-5.6219, -5.2607, -0.9049)	(0.57, 1.0, 1.0, 1.0)	1
723	spot, rotation at (-5.6219, -5.2607, -0.9049), color is (0.57, 1.0, 1.0, 1.0)	A paleturquoise color spot light	SPOT	(-5.6219, -5.2607, -0.9049)	(0.57, 1.0, 1.0, 1.0)	1
724	area, rotation at (-5.6219, -5.2607, -0.9049), color is (0.57, 1.0, 1.0, 1.0)	A paleturquoise color area light	AREA	(-5.6219, -5.2607, -0.9049)	(0.57, 1.0, 1.0, 1.0)	1
725	point, rotation at (-5.6219, -5.2607, -0.9049), color is (0.41, 0.86, 1.0, 1.0)	A lightskyblue color point light	POINT	(-5.6219, -5.2607, -0.9049)	(0.41, 0.86, 1.0, 1.0)	1
726	sun, rotation at (-5.6219, -5.2607, -0.9049), color is (0.41, 0.86, 1.0, 1.0)	A lightskyblue color sun light	SUN	(-5.6219, -5.2607, -0.9049)	(0.41, 0.86, 1.0, 1.0)	1
727	spot, rotation at (-5.6219, -5.2607, -0.9049), color is (0.41, 0.86, 1.0, 1.0)	A lightskyblue color spot light	SPOT	(-5.6219, -5.2607, -0.9049)	(0.41, 0.86, 1.0, 1.0)	1
728	area, rotation at (-5.6219, -5.2607, -0.9049), color is (0.41, 0.86, 1.0, 1.0)	A lightskyblue color area light	AREA	(-5.6219, -5.2607, -0.9049)	(0.41, 0.86, 1.0, 1.0)	1
729	point, rotation at (-5.6219, -5.2607, -0.9049), color is (1.0, 0.66, 0.99, 1.0)	A violet color point light	POINT	(-5.6219, -5.2607, -0.9049)	(1.0, 0.66, 0.99, 1.0)	1
730	sun, rotation at (-5.6219, -5.2607, -0.9049), color is (1.0, 0.66, 0.99, 1.0)	A violet color sun light	SUN	(-5.6219, -5.2607, -0.9049)	(1.0, 0.66, 0.99, 1.0)	1
731	spot, rotation at (-5.6219, -5.2607, -0.9049), color is (1.0, 0.66, 0.99, 1.0)	A violet color spot light	SPOT	(-5.6219, -5.2607, -0.9049)	(1.0, 0.66, 0.99, 1.0)	1
732	area, rotation at (-5.6219, -5.2607, -0.9049), color is (1.0, 0.66, 0.99, 1.0)	A violet color area light	AREA	(-5.6219, -5.2607, -0.9049)	(1.0, 0.66, 0.99, 1.0)	1
733	point, rotation at (-5.6219, -5.2607, -0.9049), color is (0.56, 1.0, 0.92, 1.0)	A aquamarine color point light	POINT	(-5.6219, -5.2607, -0.9049)	(0.56, 1.0, 0.92, 1.0)	1
734	sun, rotation at (-5.6219, -5.2607, -0.9049), color is (0.56, 1.0, 0.92, 1.0)	A aquamarine color sun light	SUN	(-5.6219, -5.2607, -0.9049)	(0.56, 1.0, 0.92, 1.0)	1
735	spot, rotation at (-5.6219, -5.2607, -0.9049), color is (0.56, 1.0, 0.92, 1.0)	A aquamarine color spot light	SPOT	(-5.6219, -5.2607, -0.9049)	(0.56, 1.0, 0.92, 1.0)	1
736	area, rotation at (-5.6219, -5.2607, -0.9049), color is (0.56, 1.0, 0.92, 1.0)	A aquamarine color area light	AREA	(-5.6219, -5.2607, -0.9049)	(0.56, 1.0, 0.92, 1.0)	1
737	point, rotation at (-5.6219, -5.2607, -0.9049), color is (0.9, 1.0, 1.0, 1.0)	A lightcyan color point light	POINT	(-5.6219, -5.2607, -0.9049)	(0.9, 1.0, 1.0, 1.0)	1
738	sun, rotation at (-5.6219, -5.2607, -0.9049), color is (0.9, 1.0, 1.0, 1.0)	A lightcyan color sun light	SUN	(-5.6219, -5.2607, -0.9049)	(0.9, 1.0, 1.0, 1.0)	1
739	spot, rotation at (-5.6219, -5.2607, -0.9049), color is (0.9, 1.0, 1.0, 1.0)	A lightcyan color spot light	SPOT	(-5.6219, -5.2607, -0.9049)	(0.9, 1.0, 1.0, 1.0)	1
740	area, rotation at (-5.6219, -5.2607, -0.9049), color is (0.9, 1.0, 1.0, 1.0)	A lightcyan color area light	AREA	(-5.6219, -5.2607, -0.9049)	(0.9, 1.0, 1.0, 1.0)	1
741	point, rotation at (-5.6219, -5.2607, -0.9049), color is (0.8, 0.62, 1.0, 1.0)	A plum color point light	POINT	(-5.6219, -5.2607, -0.9049)	(0.8, 0.62, 1.0, 1.0)	1
742	sun, rotation at (-5.6219, -5.2607, -0.9049), color is (0.8, 0.62, 1.0, 1.0)	A plum color sun light	SUN	(-5.6219, -5.2607, -0.9049)	(0.8, 0.62, 1.0, 1.0)	1
743	spot, rotation at (-5.6219, -5.2607, -0.9049), color is (0.8, 0.62, 1.0, 1.0)	A plum color spot light	SPOT	(-5.6219, -5.2607, -0.9049)	(0.8, 0.62, 1.0, 1.0)	1
744	area, rotation at (-5.6219, -5.2607, -0.9049), color is (0.8, 0.62, 1.0, 1.0)	A plum color area light	AREA	(-5.6219, -5.2607, -0.9049)	(0.8, 0.62, 1.0, 1.0)	1
745	point, rotation at (-5.6219, -5.2607, -0.9049), color is (0.7, 0.99, 0.83, 1.0)	A paleturquoise color point light	POINT	(-5.6219, -5.2607, -0.9049)	(0.7, 0.99, 0.83, 1.0)	1
746	sun, rotation at (-5.6219, -5.2607, -0.9049), color is (0.7, 0.99, 0.83, 1.0)	A paleturquoise color sun light	SUN	(-5.6219, -5.2607, -0.9049)	(0.7, 0.99, 0.83, 1.0)	1
747	spot, rotation at (-5.6219, -5.2607, -0.9049), color is (0.7, 0.99, 0.83, 1.0)	A paleturquoise color spot light	SPOT	(-5.6219, -5.2607, -0.9049)	(0.7, 0.99, 0.83, 1.0)	1
748	area, rotation at (-5.6219, -5.2607, -0.9049), color is (0.7, 0.99, 0.83, 1.0)	A paleturquoise color area light	AREA	(-5.6219, -5.2607, -0.9049)	(0.7, 0.99, 0.83, 1.0)	1
749	point, rotation at (-5.6219, -5.2607, -0.9049), color is (0.46, 1.0, 0.64, 1.0)	A palegreen color point light	POINT	(-5.6219, -5.2607, -0.9049)	(0.46, 1.0, 0.64, 1.0)	1
750	sun, rotation at (-5.6219, -5.2607, -0.9049), color is (0.46, 1.0, 0.64, 1.0)	A palegreen color sun light	SUN	(-5.6219, -5.2607, -0.9049)	(0.46, 1.0, 0.64, 1.0)	1
751	spot, rotation at (-5.6219, -5.2607, -0.9049), color is (0.46, 1.0, 0.64, 1.0)	A palegreen color spot light	SPOT	(-5.6219, -5.2607, -0.9049)	(0.46, 1.0, 0.64, 1.0)	1
752	area, rotation at (-5.6219, -5.2607, -0.9049), color is (0.46, 1.0, 0.64, 1.0)	A palegreen color area light	AREA	(-5.6219, -5.2607, -0.9049)	(0.46, 1.0, 0.64, 1.0)	1
753	point, rotation at (-5.6219, -5.2607, -0.9049), color is (0.94, 0.73, 0.77, 1.0)	A lightpink color point light	POINT	(-5.6219, -5.2607, -0.9049)	(0.94, 0.73, 0.77, 1.0)	1
754	sun, rotation at (-5.6219, -5.2607, -0.9049), color is (0.94, 0.73, 0.77, 1.0)	A lightpink color sun light	SUN	(-5.6219, -5.2607, -0.9049)	(0.94, 0.73, 0.77, 1.0)	1
755	spot, rotation at (-5.6219, -5.2607, -0.9049), color is (0.94, 0.73, 0.77, 1.0)	A lightpink color spot light	SPOT	(-5.6219, -5.2607, -0.9049)	(0.94, 0.73, 0.77, 1.0)	1
756	area, rotation at (-5.6219, -5.2607, -0.9049), color is (0.94, 0.73, 0.77, 1.0)	A lightpink color area light	AREA	(-5.6219, -5.2607, -0.9049)	(0.94, 0.73, 0.77, 1.0)	1
757	point, rotation at (-5.6219, -5.2607, -0.9049), color is (0.25, 1.0, 0.93, 1.0)	A turquoise color point light	POINT	(-5.6219, -5.2607, -0.9049)	(0.25, 1.0, 0.93, 1.0)	1
758	sun, rotation at (-5.6219, -5.2607, -0.9049), color is (0.25, 1.0, 0.93, 1.0)	A turquoise color sun light	SUN	(-5.6219, -5.2607, -0.9049)	(0.25, 1.0, 0.93, 1.0)	1
759	spot, rotation at (-5.6219, -5.2607, -0.9049), color is (0.25, 1.0, 0.93, 1.0)	A turquoise color spot light	SPOT	(-5.6219, -5.2607, -0.9049)	(0.25, 1.0, 0.93, 1.0)	1
760	area, rotation at (-5.6219, -5.2607, -0.9049), color is (0.25, 1.0, 0.93, 1.0)	A turquoise color area light	AREA	(-5.6219, -5.2607, -0.9049)	(0.25, 1.0, 0.93, 1.0)	1
761	point, rotation at (-5.6219, -5.2607, -0.9049), color is (1.0, 0.89, 1.0, 1.0)	A lavenderblush color point light	POINT	(-5.6219, -5.2607, -0.9049)	(1.0, 0.89, 1.0, 1.0)	1
762	sun, rotation at (-5.6219, -5.2607, -0.9049), color is (1.0, 0.89, 1.0, 1.0)	A lavenderblush color sun light	SUN	(-5.6219, -5.2607, -0.9049)	(1.0, 0.89, 1.0, 1.0)	1
763	spot, rotation at (-5.6219, -5.2607, -0.9049), color is (1.0, 0.89, 1.0, 1.0)	A lavenderblush color spot light	SPOT	(-5.6219, -5.2607, -0.9049)	(1.0, 0.89, 1.0, 1.0)	1
764	area, rotation at (-5.6219, -5.2607, -0.9049), color is (1.0, 0.89, 1.0, 1.0)	A lavenderblush color area light	AREA	(-5.6219, -5.2607, -0.9049)	(1.0, 0.89, 1.0, 1.0)	1
765	point, rotation at (-5.6219, -5.2607, -0.9049), color is (1.0, 1.0, 1.0, 1.0)	A white color point light	POINT	(-5.6219, -5.2607, -0.9049)	(1.0, 1.0, 1.0, 1.0)	1
766	sun, rotation at (-5.6219, -5.2607, -0.9049), color is (1.0, 1.0, 1.0, 1.0)	A white color sun light	SUN	(-5.6219, -5.2607, -0.9049)	(1.0, 1.0, 1.0, 1.0)	1
767	spot, rotation at (-5.6219, -5.2607, -0.9049), color is (1.0, 1.0, 1.0, 1.0)	A white color spot light	SPOT	(-5.6219, -5.2607, -0.9049)	(1.0, 1.0, 1.0, 1.0)	1
768	area, rotation at (-5.6219, -5.2607, -0.9049), color is (1.0, 1.0, 1.0, 1.0)	A white color area light	AREA	(-5.6219, -5.2607, -0.9049)	(1.0, 1.0, 1.0, 1.0)	1
769	point, rotation at (-5.6219, -5.2607, -0.9049), color is (0.8, 0.76, 0.89, 1.0)	A thistle color point light	POINT	(-5.6219, -5.2607, -0.9049)	(0.8, 0.76, 0.89, 1.0)	1
770	sun, rotation at (-5.6219, -5.2607, -0.9049), color is (0.8, 0.76, 0.89, 1.0)	A thistle color sun light	SUN	(-5.6219, -5.2607, -0.9049)	(0.8, 0.76, 0.89, 1.0)	1
771	spot, rotation at (-5.6219, -5.2607, -0.9049), color is (0.8, 0.76, 0.89, 1.0)	A thistle color spot light	SPOT	(-5.6219, -5.2607, -0.9049)	(0.8, 0.76, 0.89, 1.0)	1
772	area, rotation at (-5.6219, -5.2607, -0.9049), color is (0.8, 0.76, 0.89, 1.0)	A thistle color area light	AREA	(-5.6219, -5.2607, -0.9049)	(0.8, 0.76, 0.89, 1.0)	1
773	point, rotation at (-5.6219, -5.2607, -0.9049), color is (1.0, 0.86, 1.0, 1.0)	A lavenderblush color point light	POINT	(-5.6219, -5.2607, -0.9049)	(1.0, 0.86, 1.0, 1.0)	1
774	sun, rotation at (-5.6219, -5.2607, -0.9049), color is (1.0, 0.86, 1.0, 1.0)	A lavenderblush color sun light	SUN	(-5.6219, -5.2607, -0.9049)	(1.0, 0.86, 1.0, 1.0)	1
775	spot, rotation at (-5.6219, -5.2607, -0.9049), color is (1.0, 0.86, 1.0, 1.0)	A lavenderblush color spot light	SPOT	(-5.6219, -5.2607, -0.9049)	(1.0, 0.86, 1.0, 1.0)	1
776	area, rotation at (-5.6219, -5.2607, -0.9049), color is (1.0, 0.86, 1.0, 1.0)	A lavenderblush color area light	AREA	(-5.6219, -5.2607, -0.9049)	(1.0, 0.86, 1.0, 1.0)	1
777	point, rotation at (-5.6219, -5.2607, -0.9049), color is (1.0, 1.0, 0.88, 1.0)	A lightyellow color point light	POINT	(-5.6219, -5.2607, -0.9049)	(1.0, 1.0, 0.88, 1.0)	1
778	sun, rotation at (-5.6219, -5.2607, -0.9049), color is (1.0, 1.0, 0.88, 1.0)	A lightyellow color sun light	SUN	(-5.6219, -5.2607, -0.9049)	(1.0, 1.0, 0.88, 1.0)	1
779	spot, rotation at (-5.6219, -5.2607, -0.9049), color is (1.0, 1.0, 0.88, 1.0)	A lightyellow color spot light	SPOT	(-5.6219, -5.2607, -0.9049)	(1.0, 1.0, 0.88, 1.0)	1
780	area, rotation at (-5.6219, -5.2607, -0.9049), color is (1.0, 1.0, 0.88, 1.0)	A lightyellow color area light	AREA	(-5.6219, -5.2607, -0.9049)	(1.0, 1.0, 0.88, 1.0)	1
781	point, rotation at (2.5565, 1.3192, 0.4565), color is (0.88, 0.85, 1.0, 1.0)	A lavender color point light	POINT	(2.5565, 1.3192, 0.4565)	(0.88, 0.85, 1.0, 1.0)	1
782	sun, rotation at (2.5565, 1.3192, 0.4565), color is (0.88, 0.85, 1.0, 1.0)	A lavender color sun light	SUN	(2.5565, 1.3192, 0.4565)	(0.88, 0.85, 1.0, 1.0)	1
783	spot, rotation at (2.5565, 1.3192, 0.4565), color is (0.88, 0.85, 1.0, 1.0)	A lavender color spot light	SPOT	(2.5565, 1.3192, 0.4565)	(0.88, 0.85, 1.0, 1.0)	1
784	area, rotation at (2.5565, 1.3192, 0.4565), color is (0.88, 0.85, 1.0, 1.0)	A lavender color area light	AREA	(2.5565, 1.3192, 0.4565)	(0.88, 0.85, 1.0, 1.0)	1
785	point, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 0.36, 1.0, 1.0)	A violet color point light	POINT	(2.5565, 1.3192, 0.4565)	(1.0, 0.36, 1.0, 1.0)	1
786	sun, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 0.36, 1.0, 1.0)	A violet color sun light	SUN	(2.5565, 1.3192, 0.4565)	(1.0, 0.36, 1.0, 1.0)	1
787	spot, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 0.36, 1.0, 1.0)	A violet color spot light	SPOT	(2.5565, 1.3192, 0.4565)	(1.0, 0.36, 1.0, 1.0)	1
788	area, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 0.36, 1.0, 1.0)	A violet color area light	AREA	(2.5565, 1.3192, 0.4565)	(1.0, 0.36, 1.0, 1.0)	1
789	point, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 0.52, 0.52, 1.0)	A lightcoral color point light	POINT	(2.5565, 1.3192, 0.4565)	(1.0, 0.52, 0.52, 1.0)	1
790	sun, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 0.52, 0.52, 1.0)	A lightcoral color sun light	SUN	(2.5565, 1.3192, 0.4565)	(1.0, 0.52, 0.52, 1.0)	1
791	spot, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 0.52, 0.52, 1.0)	A lightcoral color spot light	SPOT	(2.5565, 1.3192, 0.4565)	(1.0, 0.52, 0.52, 1.0)	1
792	area, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 0.52, 0.52, 1.0)	A lightcoral color area light	AREA	(2.5565, 1.3192, 0.4565)	(1.0, 0.52, 0.52, 1.0)	1
793	point, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 1.0, 0.08, 1.0)	A yellow color point light	POINT	(2.5565, 1.3192, 0.4565)	(1.0, 1.0, 0.08, 1.0)	1
